job_id,user,vc,gpu_num,cpu_num,node_num,state,submit_time,start_time,end_time,duration,queue
560065,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:12,178,0
560066,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:28,194,0
560067,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:00,166,0
560068,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:06,172,0
560069,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:01,167,0
560070,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:06,172,0
560071,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:18,184,0
560072,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:34:58,164,0
560073,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:09,175,0
560074,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:11,177,0
560075,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:36:00,226,0
560076,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:00,166,0
560077,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:03,169,0
560078,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:04,170,0
560079,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:10,176,0
560080,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:29,195,0
560081,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:34:59,165,0
560082,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:04,170,0
560083,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:02,168,0
560084,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:00,166,0
560085,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:35:21,187,0
560086,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 01:32:14,2020-05-10 01:32:14,2020-05-10 01:34:51,157,0
560115,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:10:18,2020-05-10 02:10:18,2020-05-10 02:12:15,117,0
560207,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:18:01,2020-05-10 02:18:01,2020-05-10 02:20:36,155,0
560208,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:18:01,2020-05-10 02:18:01,2020-05-10 02:20:44,163,0
560209,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:18:01,2020-05-10 02:18:01,2020-05-10 02:21:02,181,0
560210,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:18:01,2020-05-10 02:18:01,2020-05-10 02:20:18,137,0
560211,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:18:01,2020-05-10 02:18:01,2020-05-10 02:20:32,151,0
560212,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:18:01,2020-05-10 02:18:01,2020-05-10 02:20:53,172,0
560213,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:18:01,2020-05-10 02:18:01,2020-05-10 02:20:39,158,0
560214,uWYZh,vcIya,8,8,1,COMPLETED,2020-05-10 02:18:01,2020-05-10 02:18:01,2020-05-10 02:20:22,141,0
