job_id,user,vc,gpu_num,cpu_num,node_num,state,submit_time,start_time,end_time,duration,queue
668315,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 15:34:56,2020-07-26 15:34:56,2020-07-26 15:44:02,546,0
668316,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 15:35:13,2020-07-26 15:35:13,2020-07-26 15:44:02,529,0
668317,uYlPU,vcEwI,1,1,1,COMPLETED,2020-07-26 15:39:11,2020-07-26 15:39:11,2020-07-26 15:45:02,351,0
668320,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 15:49:07,2020-07-26 15:49:07,2020-07-26 15:58:19,552,0
668321,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 15:49:09,2020-07-26 15:49:09,2020-07-26 15:58:18,549,0
668322,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 15:49:11,2020-07-26 15:49:11,2020-07-26 15:58:19,548,0
668323,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 15:49:13,2020-07-26 15:49:13,2020-07-26 15:58:18,545,0
668326,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 16:02:09,2020-07-26 16:02:09,2020-07-26 16:09:22,433,0
668327,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 16:02:10,2020-07-26 16:02:10,2020-07-26 16:20:03,1073,0
668328,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 16:02:11,2020-07-26 16:02:11,2020-07-26 16:12:51,640,0
668329,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 16:02:13,2020-07-26 16:02:13,2020-07-26 16:14:40,747,0
668332,uEeGd,vcEwI,1,1,1,COMPLETED,2020-07-26 16:11:50,2020-07-26 16:11:50,2020-07-26 16:23:07,677,0
668333,uWBU8,vcEwI,1,1,1,COMPLETED,2020-07-26 16:15:43,2020-07-26 16:15:43,2020-07-26 16:19:08,205,0
668339,ujQmo,vcEwI,1,1,1,COMPLETED,2020-07-26 16:23:56,2020-07-26 16:23:56,2020-07-26 17:04:10,2414,0
668341,uWBU8,vcEwI,1,1,1,COMPLETED,2020-07-26 16:25:33,2020-07-26 16:25:33,2020-07-26 16:29:31,238,0
668342,ujQmo,vcEwI,1,1,1,COMPLETED,2020-07-26 16:25:35,2020-07-26 16:25:35,2020-07-26 17:05:03,2368,0
668343,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 16:25:41,2020-07-26 16:25:41,2020-07-26 16:58:21,1960,0
668344,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 16:25:44,2020-07-26 16:25:44,2020-07-26 17:03:31,2267,0
668345,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 16:25:49,2020-07-26 16:25:49,2020-07-26 16:43:23,1054,0
668346,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 16:25:53,2020-07-26 16:25:53,2020-07-26 16:44:53,1140,0
668355,uWBU8,vcEwI,1,1,1,COMPLETED,2020-07-26 16:41:31,2020-07-26 16:41:31,2020-07-26 16:47:54,383,0
668361,uYlPU,vcEwI,1,1,1,COMPLETED,2020-07-26 16:48:48,2020-07-26 16:48:48,2020-07-26 16:50:17,89,0
668363,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 17:02:14,2020-07-26 17:02:14,2020-07-26 17:18:04,950,0
668364,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 17:02:16,2020-07-26 17:02:16,2020-07-26 17:18:04,948,0
668365,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 17:02:18,2020-07-26 17:02:18,2020-07-26 17:18:04,946,0
668369,uqOcl,vcLTP,16,80,2,COMPLETED,2020-07-26 17:04:46,2020-07-26 17:04:46,2020-07-26 17:59:21,3275,0
668370,ujQmo,vcEwI,1,1,1,COMPLETED,2020-07-26 17:05:03,2020-07-26 17:05:03,2020-07-26 17:38:32,2009,0
668378,uAgNR,vcLTP,8,8,1,COMPLETED,2020-07-26 17:16:16,2020-07-26 17:59:21,2020-07-26 17:59:55,34,2585
668380,uqOcl,vchbv,64,320,8,COMPLETED,2020-07-26 17:18:40,2020-07-26 17:18:40,2020-07-28 20:54:35,185755,0
668381,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 17:19:43,2020-07-26 17:19:43,2020-07-26 17:32:02,739,0
668382,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 17:19:44,2020-07-26 17:19:44,2020-07-26 17:32:02,738,0
668383,utyTF,vcEwI,2,2,1,COMPLETED,2020-07-26 17:19:45,2020-07-26 17:19:45,2020-07-26 17:32:03,738,0
668387,ujPib,vcJkd,1,1,1,COMPLETED,2020-07-26 17:33:21,2020-07-26 17:33:21,2020-07-27 01:01:20,26879,0
